entity,label,context,source_url,source_title
"Nitrophorin
Thrombolytic",ORG,Oral antiplatelet drugs available in the UK   See also Anticoagulant drug Nitrophorin Thrombolytic drug   References,https://en.wikipedia.org/wiki/Antiplatelet_drug,Antiplatelet drug
heart failure,DISEASE,"Both processes put strain on the heart and may lead to serious problems, including heart failure.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Background,GPE,"Background  A heart contains four valves (tricuspid, pulmonary, mitral and aortic valves) which open and close as blood passes through the heart.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
fever,SYMPTOM,"There are many potential causes of heart valve damage, such as birth defects, age related changes, and effects from other disorders, such as rheumatic fever and infections causing endocarditis.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
High blood pressure,SYMPTOM,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
heart attack,DISEASE,"High blood pressure and heart failure which can enlarge the heart and arteries, and scar tissue can form after a heart attack or injury.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
US,GPE,"In the US, UK and the European Union, the most common type of artificial heart valve is the bioprosthetic valve.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
UK,GPE,"In the US, UK and the European Union, the most common type of artificial heart valve is the bioprosthetic valve.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
the European Union,ORG,"In the US, UK and the European Union, the most common type of artificial heart valve is the bioprosthetic valve.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Edwards Lifesciences,ORG,"Companies that manufacture heart valves include Edwards Lifesciences, Medtronic, Abbott (St. Jude Medical), CryoLife, and LifeNet Health.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Medtronic,ORG,"Companies that manufacture heart valves include Edwards Lifesciences, Medtronic, Abbott (St. Jude Medical), CryoLife, and LifeNet Health.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Abbott,GPE,"Companies that manufacture heart valves include Edwards Lifesciences, Medtronic, Abbott (St. Jude Medical), CryoLife, and LifeNet Health.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
St. Jude Medical,ORG,"Companies that manufacture heart valves include Edwards Lifesciences, Medtronic, Abbott (St. Jude Medical), CryoLife, and LifeNet Health.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
LifeNet Health,ORG,"Companies that manufacture heart valves include Edwards Lifesciences, Medtronic, Abbott (St. Jude Medical), CryoLife, and LifeNet Health.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
today,DATE,Bileaflet valves are the most common type of mechanical valve implanted in patients today.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Charles A. Hufnagel,PERSON,"Charles A. Hufnagel implanted his tube and ball design into ten patients (six of whom survived the operation) in 1952, marking the first heart valve transplant with limited success.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
the next 8 years,DATE,"For the next 8 years, Hufnagel transplants continued.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Hufnagel,PERSON,"For the next 8 years, Hufnagel transplants continued.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Miles,PERSON,Miles 'Lowell' Edwards is recognized as the first to invent a truly successful heart valve.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Edwards,PERSON,Miles 'Lowell' Edwards is recognized as the first to invent a truly successful heart valve.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Albert Starr,PERSON,Edwards' design was surgically implanted by Albert Starr for the first time in 1960 and was successfully used to save heart patients around the world for the next 47 years.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
the next 47 years,DATE,Edwards' design was surgically implanted by Albert Starr for the first time in 1960 and was successfully used to save heart patients around the world for the next 47 years.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Edward,PERSON,"Edward's invention is known today as the Starr-Edwards valve, which continues to provide life-saving service for many heart patients treated before 2007.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Starr,PERSON,"Edward's invention is known today as the Starr-Edwards valve, which continues to provide life-saving service for many heart patients treated before 2007.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
48 years,DATE,The Starr-Edwards valve set a record for providing a patient 48 years of service before requiring replacement.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
the Star-Edwards Valve,ORG,"Mechanical heart valves, such as the Star-Edwards Valve, are strongly associated with blood clot formation and require a high dose of anticoagulant, usually with a target INR of 3.0–4.5.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
anticoagulant,MEDICATION,"Mechanical heart valves, such as the Star-Edwards Valve, are strongly associated with blood clot formation and require a high dose of anticoagulant, usually with a target INR of 3.0–4.5.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
INR,ORG,"Mechanical heart valves, such as the Star-Edwards Valve, are strongly associated with blood clot formation and require a high dose of anticoagulant, usually with a target INR of 3.0–4.5.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
the Starr-Edwards Valve,ORG,In 2007  the Starr-Edwards Valve was retired and replaced by Edwards Lifesciences with the Edwards Myxo ETlogix annuloplasty ring.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
the Bjork-Shiley,ORG,"Tilting-disc valves  Introduced in 1969, the first clinically available tilting-disc valve was the Bjork-Shiley valve.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Tilting‑disc valves,ORG,"Tilting‑disc valves, a type of swing check valve, are made of a metal ring covered by an ePTFE fabric.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
years,DATE,"The disc is usually made of an extremely hard carbon material (pyrolytic carbon), enabling the valve to function for years without wearing out.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Bileaflet,ORG,"Bileaflet valves  Introduced in 1979, bileaflet valves are made of two semicircular leaflets that revolve around struts attached to the valve housing.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
last 20–30 years,DATE,"Made from metal and/or pyrolytic carbon, they can last 20–30 years.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
stroke,DISEASE,Clots formed by red blood cell and platelet damage can block blood vessels leading to stroke.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
anticoagulants,MEDICATION,"People with mechanical valves need to take anticoagulants (blood thinners), such as warfarin, for the rest of their life.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
warfarin,MEDICATION,"People with mechanical valves need to take anticoagulants (blood thinners), such as warfarin, for the rest of their life.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
anemia,DISEASE,"Mechanical heart valves can also cause mechanical hemolytic anemia, a condition where the red blood cells are damaged as they pass through the valve.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Bioprosthetic,GPE,Bioprosthetic tissue valves Bioprosthetic valves are usually made from animal tissue (heterograft/xenograft) attached to a metal or polymer support.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Bioprosthetic,ORG,Bioprosthetic tissue valves Bioprosthetic valves are usually made from animal tissue (heterograft/xenograft) attached to a metal or polymer support.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
xenograft,ORG,Bioprosthetic tissue valves Bioprosthetic valves are usually made from animal tissue (heterograft/xenograft) attached to a metal or polymer support.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
heart transplant,TREATMENT,"An aortic homograft is an aortic valve from a human donor, retrieved either after their death or from a heart that is removed to be replaced during a heart transplant.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Ross,PERSON,"A pulmonary autograft, also known as the Ross procedure, is where the aortic valve is removed and replaced with the patient's own pulmonary valve (the valve between the right ventricle and the pulmonary artery).",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Tissue,ORG,"Disadvantages of bioprosthetic heart valves Tissue valves are less durable than mechanical valves, typically lasting 10–20 years.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
10–20 years,DATE,"Disadvantages of bioprosthetic heart valves Tissue valves are less durable than mechanical valves, typically lasting 10–20 years.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
recent years,DATE,"In recent years, scientists have developed a new tissue preservation technology, with the aim of improving the durability of bioprosthetic valves.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
over 30 years,DATE,Tissue-engineered valves For over 30 years researchers have been trying to grow heart valves in vitro.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
3D,ORG,Tissue engineered heart valves can be person-specific and 3D modeled to fit an individual recipient 3D printing is used because of its high accuracy and precision of dealing with different biomaterials.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
ECM,PERSON,"To achieve these goals, the scaffold should be carefully chosen—there are three main candidates: decellularized ECM (xenografts or homografts), natural polymers, and synthetic polymers.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
xenografts,PERSON,"To achieve these goals, the scaffold should be carefully chosen—there are three main candidates: decellularized ECM (xenografts or homografts), natural polymers, and synthetic polymers.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
myocardial infarction,DISEASE,"[myocardial infarction]; or cerebral arteries, leading to stroke).",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
10 to 30 years,DATE,Artificial heart valve repair Artificial heart valves are expected to last from 10 to 30 years.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
pathology,MEDICAL_SPECIALTY,"The most common problems with artificial heart valves are various forms of degeneration, including gross billowing of leaflets, ischemic mitral valve pathology, and minor chordal lengthening.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
surgery,MEDICAL_SPECIALTY,"The repairing process of the artificial heart valve regurgitation and stenosis usually requires an open-heart surgery, and a repair or partial replacement of regurgitant valves is usually preferred.",https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Interchangeable Prosthetic Heart Valve,ORG,Researchers are investigating Interchangeable Prosthetic Heart Valve that allows redo and fast-track repair of an artificial heart valve.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
Mayo Clinic,ORG,Mayo Clinic.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
13 November 2006,DATE,Archived from the original on 13 November 2006.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
23 November 2011,DATE,ScienceDaily. 23 November 2011.,https://en.wikipedia.org/wiki/Artificial_heart_valve,Artificial heart valve
epilepsy,DISEASE,An aura is a perceptual disturbance experienced by some with epilepsy or migraine.,https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
migraine,DISEASE,An aura is a perceptual disturbance experienced by some with epilepsy or migraine.,https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
seizure,SYMPTOM,An epileptic aura is a form of minor seizure.,https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
Epileptic,ORG,"Epileptic and migraine auras are due to the involvement of specific areas of the brain, which are those that determine the symptoms of the aura.",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
convulsion,SYMPTOM,"An epileptic aura is in most cases followed by other manifestations of a seizure, for example a convulsion, since the epileptic discharge spreads to other parts of the brain.",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
headache,SYMPTOM,"The aura is usually followed, after a time varying from minutes to an hour, by the migraine headache.",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
Auras,PERSON,"Auras can also be confused with sudden onset of panic, panic attacks or anxiety attacks, which creates difficulties in diagnosis.",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
anxiety,SYMPTOM,"Auras can also be confused with sudden onset of panic, panic attacks or anxiety attacks, which creates difficulties in diagnosis.",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
dizziness,SYMPTOM,"The differential diagnosis of patients who experience symptoms of paresthesias, derealization, dizziness, chest pain, tremors, and palpitations can be challenging.",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
chest pain,SYMPTOM,"The differential diagnosis of patients who experience symptoms of paresthesias, derealization, dizziness, chest pain, tremors, and palpitations can be challenging.",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
palpitations,SYMPTOM,"The differential diagnosis of patients who experience symptoms of paresthesias, derealization, dizziness, chest pain, tremors, and palpitations can be challenging.",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
tingling,SYMPTOM,"Likewise, somatosensory auras (such as tingling, numbness, and pain) can result if the somatosensory cortex is involved.",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
numbness,SYMPTOM,"Likewise, somatosensory auras (such as tingling, numbness, and pain) can result if the somatosensory cortex is involved.",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
"Scotoma
Blind",ORG,"Examples  An aura sensation can include one or a combination of the following:   Visual changes Bright lights and blobs Zigzag lines Distortions in the size or shape of objects Vibrating visual field Scintillating scotoma Shimmering, pulsating patches, often curved Tunnel vision Scotoma Blind or dar",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
Heightened,ORG,"Examples  An aura sensation can include one or a combination of the following:   Visual changes Bright lights and blobs Zigzag lines Distortions in the size or shape of objects Vibrating visual field Scintillating scotoma Shimmering, pulsating patches, often curved Tunnel vision Scotoma Blind or dar",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
Vestibular,ORG,"Examples  An aura sensation can include one or a combination of the following:   Visual changes Bright lights and blobs Zigzag lines Distortions in the size or shape of objects Vibrating visual field Scintillating scotoma Shimmering, pulsating patches, often curved Tunnel vision Scotoma Blind or dar",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
vertigo,SYMPTOM,"Examples  An aura sensation can include one or a combination of the following:   Visual changes Bright lights and blobs Zigzag lines Distortions in the size or shape of objects Vibrating visual field Scintillating scotoma Shimmering, pulsating patches, often curved Tunnel vision Scotoma Blind or dar",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
Synesthesia,GPE,"Heightened sensitivity to smell Synesthesia Déjà vu or jamais vu Cephalic aura, a perception of movement of the head or inside the head Abdominal aura, such as an epigastric rising sensation Nausea Numbness or tingling (paresthesia)",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
Cephalic,ORG,"Heightened sensitivity to smell Synesthesia Déjà vu or jamais vu Cephalic aura, a perception of movement of the head or inside the head Abdominal aura, such as an epigastric rising sensation Nausea Numbness or tingling (paresthesia)",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
Nausea,SYMPTOM,"Heightened sensitivity to smell Synesthesia Déjà vu or jamais vu Cephalic aura, a perception of movement of the head or inside the head Abdominal aura, such as an epigastric rising sensation Nausea Numbness or tingling (paresthesia)",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
paresthesia,SYMPTOM,"Heightened sensitivity to smell Synesthesia Déjà vu or jamais vu Cephalic aura, a perception of movement of the head or inside the head Abdominal aura, such as an epigastric rising sensation Nausea Numbness or tingling (paresthesia)",https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
Hallucination – Perception,ORG,Feeling of overheating and sudden perspiration Inability to speak (aphasia) or slurred speech   See also Focal seizure – Seizures which affect only one brain hemisphere Hallucination – Perception that only seems real Persistent aura without infarction Synesthesia – Neurological condition involving t,https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
Photopsia,GPE,Feeling of overheating and sudden perspiration Inability to speak (aphasia) or slurred speech   See also Focal seizure – Seizures which affect only one brain hemisphere Hallucination – Perception that only seems real Persistent aura without infarction Synesthesia – Neurological condition involving t,https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
"References


External",ORG,Feeling of overheating and sudden perspiration Inability to speak (aphasia) or slurred speech   See also Focal seizure – Seizures which affect only one brain hemisphere Hallucination – Perception that only seems real Persistent aura without infarction Synesthesia – Neurological condition involving t,https://en.wikipedia.org/wiki/Aura_(symptom),Aura (symptom)
Major depressive disorder,DISEASE,"Major depressive disorder (MDD), also known as clinical depression, is a mental disorder characterized by at least two weeks of pervasive low mood, low self-esteem, and loss of interest or pleasure in normally enjoyable activities.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
MDD,ORG,"Major depressive disorder (MDD), also known as clinical depression, is a mental disorder characterized by at least two weeks of pervasive low mood, low self-esteem, and loss of interest or pleasure in normally enjoyable activities.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
depression,DISEASE,"Major depressive disorder (MDD), also known as clinical depression, is a mental disorder characterized by at least two weeks of pervasive low mood, low self-esteem, and loss of interest or pleasure in normally enjoyable activities.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
at least two weeks,DATE,"Major depressive disorder (MDD), also known as clinical depression, is a mental disorder characterized by at least two weeks of pervasive low mood, low self-esteem, and loss of interest or pleasure in normally enjoyable activities.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
US,GPE,"Introduced by a group of US clinicians in the mid-1970s, the term was adopted by the American Psychiatric Association for this symptom cluster under mood disorders in the 1980 version of the Diagnostic and Statistical Manual of Mental Disorders (DSM-III), and has become widely used since.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
the mid-1970s,DATE,"Introduced by a group of US clinicians in the mid-1970s, the term was adopted by the American Psychiatric Association for this symptom cluster under mood disorders in the 1980 version of the Diagnostic and Statistical Manual of Mental Disorders (DSM-III), and has become widely used since.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
the American Psychiatric Association,ORG,"Introduced by a group of US clinicians in the mid-1970s, the term was adopted by the American Psychiatric Association for this symptom cluster under mood disorders in the 1980 version of the Diagnostic and Statistical Manual of Mental Disorders (DSM-III), and has become widely used since.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
DSM-III,ORG,"Introduced by a group of US clinicians in the mid-1970s, the term was adopted by the American Psychiatric Association for this symptom cluster under mood disorders in the 1980 version of the Diagnostic and Statistical Manual of Mental Disorders (DSM-III), and has become widely used since.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
20s,DATE,"The most common time of onset is in a person's 20s, with females affected about three times as often as males.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
months,DATE,"The course of the disorder varies widely, from one episode lasting months to a lifelong disorder with recurrent episodes.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
psychotherapy,TREATMENT,Those with major depressive disorder are typically treated with psychotherapy and antidepressant medication.,https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
antidepressant,MEDICATION,Those with major depressive disorder are typically treated with psychotherapy and antidepressant medication.,https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
antidepressants,MEDICATION,"While a mainstay of treatment, the clinical efficacy of antidepressants is controversial.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
Electroconvulsive therapy,TREATMENT,"Electroconvulsive therapy, ketamine, esketamine, and psilocybin are the most effective and safe first-line treatments for treatment-resistant depression, though regulatory approval and clinical availability vary by country.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
irritability,SYMPTOM,"Other symptoms of depression include poor concentration and memory, withdrawal from social situations and activities, reduced sex drive, irritability, and thoughts of death or suicide.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
Insomnia,SYMPTOM,"Insomnia is common; in the typical pattern, a person wakes very early and cannot go back to sleep.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
Hypersomnia,GPE,"Hypersomnia, or oversleeping, can also happen, as well as day-night rhythm disturbances, such as diurnal mood variation.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
fatigue,SYMPTOM,"A depressed person may report multiple physical symptoms such as fatigue, headaches, or digestive problems; physical complaints are the most common presenting problem in developing countries, according to the World Health Organization's criteria for depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
the World Health Organization's,ORG,"A depressed person may report multiple physical symptoms such as fatigue, headaches, or digestive problems; physical complaints are the most common presenting problem in developing countries, according to the World Health Organization's criteria for depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
weight loss,SYMPTOM,"Appetite often decreases, resulting in weight loss, although increased appetite and weight gain occasionally occur.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
weight gain,SYMPTOM,"Appetite often decreases, resulting in weight loss, although increased appetite and weight gain occasionally occur.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
psychiatrist,MEDICAL_SPECIALTY,"American psychiatrist Aaron Beck suggested that a triad of automatic and spontaneous negative thoughts about the self, the world or environment, and the future may lead to other depressive signs and symptoms.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
Aaron Beck,PERSON,"American psychiatrist Aaron Beck suggested that a triad of automatic and spontaneous negative thoughts about the self, the world or environment, and the future may lead to other depressive signs and symptoms.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
"Genetics

Genes",ORG,Genetics  Genes play a major role in the development of depression.,https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
bipolar disorder,DISEASE,"However, it appears that major depression is less heritable compared to bipolar disorder and schizophrenia.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
schizophrenia,DISEASE,"However, it appears that major depression is less heritable compared to bipolar disorder and schizophrenia.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
HIV,DISEASE,"Other health problems Depression can also arise after a chronic or terminal medical condition, such as HIV/AIDS or asthma, and may be labeled ""secondary depression"".",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
AIDS,DISEASE,"Other health problems Depression can also arise after a chronic or terminal medical condition, such as HIV/AIDS or asthma, and may be labeled ""secondary depression"".",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
asthma,DISEASE,"Other health problems Depression can also arise after a chronic or terminal medical condition, such as HIV/AIDS or asthma, and may be labeled ""secondary depression"".",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
beta blockers,MEDICATION,"Therapies associated with depression include interferons, beta blockers, isotretinoin, contraceptives, cardiac agents, anticonvulsants, and hormonal agents.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
Celiac,PERSON,Celiac disease is another possible contributing factor.,https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
Vitamin B2,PERSON,"Vitamin B2, B6 and B12 deficiency may cause depression in females.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
B6,PERSON,"Vitamin B2, B6 and B12 deficiency may cause depression in females.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
B12,ORG,"Vitamin B2, B6 and B12 deficiency may cause depression in females.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
UK,GPE,"A 2025 study found that, among more than 172,500 adults in the UK aged 39 and older, those with a history of depression experienced the onset of chronic illnesses approximately 30% earlier than those without depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
CRP,ORG,A meta-analysis linking depression to elevated levels of C-reactive protein (CRP) cites research indicating that inflammation might contribute to depression.,https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
inflammation,SYMPTOM,A meta-analysis linking depression to elevated levels of C-reactive protein (CRP) cites research indicating that inflammation might contribute to depression.,https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
Couples,ORG,Couples in unhappy marriages have a higher risk of developing clinical depression.,https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
"Evolutionary

Evolutionary",ORG,"Evolutionary  Evolutionary explanations propose that low mood may sometimes represent an adaptive response, such as conserving energy during adverse circumstances or promoting rumination on complex problems.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
HPA,ORG,"Pathophysiology  The pathophysiology of depression is not completely understood, but current theories center around monoaminergic systems, the circadian rhythm, immunological dysfunction, HPA-axis dysfunction, and structural or functional abnormalities of emotional circuits.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
weeks,DATE,"However, the monoamine theory is inconsistent with observations that serotonin depletion does not cause depression in healthy persons, that antidepressants instantly increase levels of monoamines but take weeks to work, and the existence of atypical antidepressants which can be effective despite not",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
CRHR1,ORG,HPA-axis abnormalities have been suggested in depression given the association of CRHR1 with depression and the increased frequency of dexamethasone test non-suppression in people who are depressed.,https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
dexamethasone,MEDICATION,HPA-axis abnormalities have been suggested in depression given the association of CRHR1 with depression and the increased frequency of dexamethasone test non-suppression in people who are depressed.,https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
Bacteria Bacteroidetes,PERSON,"Bacteria Bacteroidetes and Firmicutes were most affected in people with MDD, and they are also impacted in people with irritable bowel syndrome (IBS).",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
IBS,ORG,"Bacteria Bacteroidetes and Firmicutes were most affected in people with MDD, and they are also impacted in people with irritable bowel syndrome (IBS).",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
Immune,ORG,"Immune pathogenesis theories on depression  The newer field of psychoneuroimmunology, the study between the immune system and the nervous system and emotional state, suggests that cytokines may impact depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
Ketamine,PERSON,Ketamine infusion may rapidly reduce depressive symptoms in treatment-resistant depression by modulating proinflammatory cytokines.,https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
pathology,MEDICAL_SPECIALTY,This suggests that there are components of the immune system affecting the pathology of MDD.,https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
PGE2,ORG,"This, in turn, causes the production of PGE2, which is a prostaglandin, and this catalyzes the production of indolamine, IDO.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
IDO,ORG,"This, in turn, causes the production of PGE2, which is a prostaglandin, and this catalyzes the production of indolamine, IDO.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
NMDA,ORG,"Quinolinic acid is an agonist for NMDA receptors, so it activates the pathway.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
"Diagnosis


Assessment",ORG,"Diagnosis   Assessment  A diagnostic assessment may be conducted by a suitably trained general practitioner, or by a psychiatrist or psychologist, who records the person's current circumstances, biographical history, current symptoms, family history, and alcohol and drug use.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
the Hamilton Rating Scale for,ORG,"Several rating scales are used for this purpose; these include the Hamilton Rating Scale for Depression, the Beck Depression Inventory or the Suicide Behaviors Questionnaire-Revised.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
the Beck,ORG,"Several rating scales are used for this purpose; these include the Hamilton Rating Scale for Depression, the Beck Depression Inventory or the Suicide Behaviors Questionnaire-Revised.",https://en.wikipedia.org/wiki/Major_depressive_disorder,Major depressive disorder
